ID;COMMODITY;SITE_NAME;COMPANY_NA;STATE_LOCA;COUNTY;LATITUDE;LONGITUDE;PLANT_MIN
4849;Sand and Gravel;Telsmith Gravel Plant;South Kent Gravel, Inc.;Michigan;Allegan;426968;-855452;M/P
4850;Sand and Gravel;Sand & Gravel Operations;Bob-O-Link Associates, Llc.;Michigan;Allegan;4275858;-8556651;M/P
4851;Sand and Gravel;Sand & Gravel Operations;Drenth Bros., Inc.;Michigan;Antrim;45164;-852513;M/P
4852;Sand and Gravel;T & M Development 84;T & M Development Co.;Michigan;Barry;42697;-8554133;M/P
4853;Sand and Gravel;Great Lakes Gravel Co., Inc.;Great Lakes Gravel Co., Inc.;Michigan;Barry;4276772;-8512497;M/P
4854;Sand and Gravel;White Pit;Alden White & Sons, Inc.;Michigan;Berrien;42175;-862742;M/P
4855;Sand and Gravel;Kiell Pit;Kiell Excavating, Llc.;Michigan;Berrien;4186278;-8626505;M/P
4856;Sand and Gravel;Ac 945;Kalin Construction Co., Inc;Michigan;Berrien;4200731;-8634906;M/P
4857;Sand and Gravel;Hartman Fabco Plant;Michiana Aggregates, Inc.;Michigan;Berrien;4180975;-8623093;M/P
4858;Sand and Gravel;Certified Sand & Gravel;Stoneco, Inc.;Michigan;Branch;4191837;-849781;M/P
4859;Sand and Gravel;Quincy Aggregate Resources;Balkema Excavating, Inc.;Michigan;Branch;4193814;-849192;M/P
4860;Sand and Gravel;Telsmith Plant # 1;Battle Creek Gravel Co., Inc.;Michigan;Calhoun;42346;-85197;M/P
4861;Sand and Gravel;Allis Chalmers Plant #1;Carr Bros. & Sons, Inc.;Michigan;Calhoun;4223695;-8477782;M/P
4862;Sand and Gravel;Battle Creek Plant;Aggregate Industries, Inc.;Michigan;Calhoun;4234079;-850536;M/P
4863;Sand and Gravel;Telesmith Plant #3;Battle Creek Gravel Co., Inc.;Michigan;Calhoun;423225;-8525633;M/P
4864;Sand and Gravel;Niles Sand & Gravel Div.;Nieb Concrete Products Co.;Michigan;Cass;418667;-861639;M/P
4865;Sand and Gravel;Bretschneider Pit & Mill;Aggregate Materials Corp.;Michigan;Cass;4181587;-862145;M/P
4866;Sand and Gravel;Moose Lake Aggregates, Llc;Moose Lake Aggregates, Llc.;Michigan;Cass;4184062;-861631;M/P
4867;Sand and Gravel;Milliken Plant;Aggregate Industries, Inc.;Michigan;Cass;419366;-860108;M/P
4868;Sand and Gravel;Manthei Pit;Manthei Development Corp.;Michigan;Charlevoix;4528918;-8530148;M/P
4869;Sand and Gravel;#1313 Cedar Rapids;Manthei Development Corp.;Michigan;Charlevoix;4528743;-853042;M/P
4870;Sand and Gravel;Plant #445;H & D, Inc.;Michigan;Charlevoix;4536467;-8511017;M/P
4871;Sand and Gravel;Charlevoix;Cemex, Inc.;Michigan;Charlevoix;453075;-852954;M/P
4872;Sand and Gravel;Meyers Pits;Cheboygan Cement Products, Inc.;Michigan;Cheboygan;4563323;-8446374;M/P
4873;Sand and Gravel;Wash Plant;Northern Sand & Gravel, Inc.;Michigan;Chippewa;464639;-843861;M/P
4874;Sand and Gravel;Brow #3 Pit;Gene Brow & Sons, Inc.;Michigan;Chippewa;4645178;-8437794;M/P
4875;Sand and Gravel;Loomis Plant;Hubscher & Son, Inc.;Michigan;Clare;4381861;-8471228;M/P
4876;Sand and Gravel;Hewitt Robins Plant # 1;Fisher Sand & Gravel Co., Inc.;Michigan;Clare;43968;-84772;M/P
4877;Sand and Gravel;Mannsiding Pit;Fisher Sand & Gravel Co., Inc.;Michigan;Clare;4396095;-8478147;M/P
4878;Sand and Gravel;Sand & Gravel Operation;Martin Aggregates, Inc.;Michigan;Clinton;4305257;-8448623;M/P
4879;Sand and Gravel;Howe Road Plant;Carl Schlegel, Inc.;Michigan;Clinton;4277195;-8451983;M/P
4880;Sand and Gravel;Harmon;Carl Schlegel, Inc.;Michigan;Clinton;4277652;-8452302;M/P
4881;Sand and Gravel;Scott Road;Glacial Aggregates, Inc.;Michigan;Clinton;4304005;-8453862;M/P
4882;Sand and Gravel;Bichler Pit;Bichler  Gravel & Concrete  Co.;Michigan;Delta;4584382;-8705332;M/P
4883;Sand and Gravel;Plant #1;Northstar Crushing & Screening, Inc.;Michigan;Delta;4586501;-871002;M/P
4884;Sand and Gravel;Brutus Sand Pit;Poquette Leasing Co., Inc.;Michigan;Emmet;4548595;-8476109;M/P
4885;Sand and Gravel;Ac Cone #436;H & D, Inc.;Michigan;Emmet;4537033;-8501167;M/P
4886;Sand and Gravel;Lippman Plant;Elmers Crane & Dozer, Inc.;Michigan;Grand Traverse;446937;-8564604;M/P
4887;Sand and Gravel;Kasson Plant #2;Kasson Sand & Gravel Co.;Michigan;Grand Traverse;4472251;-8550615;M/P
4888;Sand and Gravel;Gratiot Plant;Hubscher & Son, Inc.;Michigan;Gratiot;4329;-847758;M/P
4889;Sand and Gravel;Sand & Gravel Pit;Hillsdale Sand & Gravel, Inc.;Michigan;Hillsdale;417585;-8450983;M/P
4890;Sand and Gravel;Hillsdale Sand & Gravel Co.;Miller Bros. Holding Co.;Michigan;Hillsdale;4175637;-8451486;M/P
4891;Sand and Gravel;Jerome Pit;Michigan Aggregates Corp.;Michigan;Hillsdale;4205655;-8446225;M/P
4892;Sand and Gravel;Jonesville Pit;Glacial Sand & Gravel;Michigan;Hillsdale;4200463;-8463208;M/P
4893;Sand and Gravel;Moyle Sand & Gravel;Thomas J. Moyle, Inc.;Michigan;Houghton;4711264;-8855818;M/P
4894;Sand and Gravel;Bad Axe Pit;Bischer Ready Mix, Inc.;Michigan;Huron;4372315;-8293397;M/P
4895;Sand and Gravel;Ronald Weaver Gravel Co., Inc.;Ronald Weaver Gravel Co., Inc.;Michigan;Ingham;4256777;-8429834;M/P
4896;Sand and Gravel;Sunrise Aggregates, Llc;Sunrise Aggregates, Llc.;Michigan;Ingham;4253025;-842709;M/P
4897;Sand and Gravel;Jr's Sand & Gravel, Inc.;Jr's Sand & Gravel, Inc.;Michigan;Ingham;4264748;-8415163;M/P
4898;Sand and Gravel;Lowell Pit #6;Ottawa Aggregates, Inc.;Michigan;Ionia;4294018;-8528167;M/P
4899;Sand and Gravel;Sprague Pit;Ken Coryell Trucking, Inc.;Michigan;Ionia;4292935;-8506502;M/P
4900;Sand and Gravel;Deerfield Plant;Hubscher & Son, Inc.;Michigan;Isabella;435861;-8496527;M/P
4901;Sand and Gravel;Sherman Plant;Hubscher & Son, Inc.;Michigan;Isabella;436615;-849871;M/P
4902;Sand and Gravel;Grass Lake Pit;Aggregate Industries, Inc.;Michigan;Jackson;423236;-841333;M/P
4903;Sand and Gravel;Plant #1;Consumers Sand & Gravel Co.;Michigan;Kalamazoo;422977;-8553343;M/P
4904;Sand and Gravel;Telsmith Plant #1;Aggregate Resources, Inc.;Michigan;Kalamazoo;4227482;-8551943;M/P
4905;Sand and Gravel;Plant #2 Power Screen;Aggregate Resources, Inc.;Michigan;Kalamazoo;4227482;-8551943;M/P
4906;Sand and Gravel;Aggregate Resources;Balkema Excavating, Inc.;Michigan;Kalamazoo;4215555;-8572385;M/P
4907;Sand and Gravel;Plant #3;Cole Bros. Contractors, Inc.;Michigan;Kalamazoo;4227482;-8551943;M/P
4908;Sand and Gravel;Paw Paw Lake Road Pit;Balkema Excavating, Inc.;Michigan;Kalamazoo;4229087;-8550002;M/P
4909;Sand and Gravel;Byholt Sand & Gravel;Byholt, Inc.;Michigan;Kalamazoo;4216582;-8552042;M/P
4910;Sand and Gravel;Midway Pit;Balkema Excavating, Inc.;Michigan;Kalamazoo;4226637;-853272;M/P
4911;Sand and Gravel;Triple B Aggregates;Triple B Aggregatess;Michigan;Kalamazoo;4227304;-8552968;M/P
4912;Sand and Gravel;Washing Plant;Coit Avenue Gravel Co., Inc.;Michigan;Kent;4305;-8562955;M/P
4913;Sand and Gravel;Sand & Gravel Operation;Barber Creek Sand & Gravel, Inc.;Michigan;Kent;4324567;-8572268;M/P
4914;Sand and Gravel;Byron Sand, Llc;Prdl, Llc.;Michigan;Kent;429279;-857086;M/P
4915;Sand and Gravel;Cherry Valley Sand Pit;Heritage Resources, Inc.;Michigan;Kent;428405;-854885;M/P
4916;Sand and Gravel;Plant #18;Grand Rapids Gravel Co.;Michigan;Kent;4291462;-8556897;M/P
4917;Sand and Gravel;Barber Creek Screener Ii;Barber Creek Sand & Gravel, Inc.;Michigan;Kent;432501;-8572199;M/P
4918;Sand and Gravel;Morse Lake Sand & Gravel;Morse Lake Sand & Gravel;Michigan;Kent;4286605;-8542932;M/P
4919;Sand and Gravel;Plant #22;Grand Rapids Gravel Co.;Michigan;Kent;429313;-857545;M/P
4920;Sand and Gravel;Sand & Gravel Operation;Ken Measel Supply, Inc.;Michigan;Lapeer;4294012;-8302872;M/P
4921;Sand and Gravel;John R. Sand V Gravel Pit;John R. Sand & Gravel Co.;Michigan;Lapeer;429492;-832744;M/P
4922;Sand and Gravel;Lapeer County Pit;Paul Bechtel Sand & Gravel;Michigan;Lapeer;4318128;-8304552;M/P
4923;Sand and Gravel;Afgco Sand & Gravel Plant #2;Ken Measel Supply, Inc.;Michigan;Lapeer;4289805;-8305005;M/P
4924;Sand and Gravel;Weber Sand & Gravel Plant #2;Weber Sand & Gravel, Inc.;Michigan;Lapeer;4303392;-8307867;M/P
4925;Sand and Gravel;Spruce Hill;National Asphalt Products, Inc.;Michigan;Lapeer;4293985;-8303018;M/P
4926;Sand and Gravel;Metamora Pit;John R. Sand & Gravel;Michigan;Lapeer;4294304;-8327367;M/P
4927;Sand and Gravel;Imlay Sand & Gravel;American Aggregates Co. Of Michigan;Michigan;Lapeer;4300309;-8304134;M/P
4928;Sand and Gravel;Starr Aggregates Pit;Starr Aggregates Co.;Michigan;Lapeer;4301667;-8317833;M/P
4929;Sand and Gravel;Kasson Pit;Kasson Sand & Gravel Co.;Michigan;Leelanau;448333;-858861;M/P
4930;Sand and Gravel;Isc Vsi;Elmer's Crane & Dozer, Inc.;Michigan;Leelanau;4480253;-8587352;M/P
4931;Sand and Gravel;Lippman Duo King;Elmer's Crane & Dozer, Inc.;Michigan;Leelanau;4468636;-8564598;M/P
4932;Sand and Gravel;Sand & Gravel Operations;Waterland Trucking;Michigan;Lenawee;4202485;-8424563;M/P
4933;Sand and Gravel;Sand & Gravel Pit;Round Lake Sand & Gravel;Michigan;Lenawee;4200592;-8427425;M/P
4934;Sand and Gravel;Clinton-Tecumseh Enterprises, Inc.;Clinton-Tecumseh Enterprises, Inc.;Michigan;Lenawee;420535;-839595;M/P
4935;Sand and Gravel;Fleming Road Pit;Hayes Washed Sand & Gravel Co.;Michigan;Livingston;4264701;-8400425;M/P
4936;Sand and Gravel;Natural Aggregates;Natural Aggregates Corp.;Michigan;Livingston;425597;-836792;M/P
4937;Sand and Gravel;Sand & Gravel Pit;Livingston Aggregate, Inc.;Michigan;Livingston;4265301;-839183;M/P
4938;Sand and Gravel;Plant #2;Ashley Land Development Co., Inc.;Michigan;Livingston;4255764;-836846;M/P
4939;Sand and Gravel;Buno Road Plant;American Aggregates Of Michigan, Inc.;Michigan;Livingston;425718;-8367989;M/P
4940;Sand and Gravel;Fyke Washed Sand & Gravel Pit;A & E Aggregate, Inc.;Michigan;Livingston;4247;-83939;M/P
4941;Sand and Gravel;Sunset Sand & Gravel;Sunset Sand & Gravel, Llc.;Michigan;Livingston;4255033;-8369167;M/P
4942;Sand and Gravel;Culver Excavating, Inc.;Culver Excavating, Inc.;Michigan;Livingston;4267149;-8414961;M/P
4943;Sand and Gravel;Spring Aggregate, Llc;Spring Aggregate, Llc.;Michigan;Livingston;42775;-8371017;M/P
4944;Sand and Gravel;Hartland Sand & Gravel;Burroughs Materials Corp.;Michigan;Livingston;4262938;-8369241;M/P
4945;Sand and Gravel;Howell Pit;Rock Solid Quarries, Llc.;Michigan;Livingston;4271807;-8384108;M/P
4946;Sand and Gravel;Marsack Pit & Mill;Marsack Sand & Gravel, Inc.;Michigan;Macomb;4253587;-8290632;M/P
4947;Sand and Gravel;Romeo Plant;American Aggregates Of Michigan, Inc.;Michigan;Macomb;427958;-830556;M/P
4948;Sand and Gravel;Romeo Plant;Natural Aggregates Corp.;Michigan;Macomb;4277112;-8306867;M/P
4949;Sand and Gravel;480 Pit;A. Lindberg & Sons, Inc.;Michigan;Marquette;4647913;-8745338;M/P
4950;Sand and Gravel;Plant #5;A. Lindberg & Sons, Inc.;Michigan;Marquette;4657955;-8742087;M/P
4951;Sand and Gravel;Pioneer Plant;Lake City Redi-Mix, Inc.;Michigan;Missaukee;4435022;-8512173;M/P
4952;Sand and Gravel;London Aggregate/Milan Quarry;Stoneco, Inc.;Michigan;Monroe;4206461;-8356839;M/P
4953;Sand and Gravel;Thompson-Mccully Quarry;Thompson-Mccully Co.;Michigan;Monroe;420719;-835659;M/P
4954;Sand and Gravel;Wheeler Pit;Wheeler Transit Mix Co.;Michigan;Montcalm;4313152;-852361;M/P
4955;Sand and Gravel;M57 Pit;Rydahl Industries;Michigan;Montcalm;4317461;-8530338;M/P
4956;Sand and Gravel;Buttles Pit;R.E. Glancy, Inc.;Michigan;Montmorency;4496303;-84324;M/P
4957;Sand and Gravel;Sand & Gravel Operations;Paul C. Miller Co.;Michigan;Muskegon;4315767;-8607583;M/P
4958;Sand and Gravel;Holly Sand & Gravel Pit;Holly Sand & Gravel;Michigan;Oakland;427917;-835319;M/P
4959;Sand and Gravel;Pioneer;South Hill Sand & Gravel, Inc.;Michigan;Oakland;425892;-835325;M/P
4960;Sand and Gravel;Simplicity Screen;Tri-City Aggregates, Inc.;Michigan;Oakland;4280267;-8354617;M/P
4961;Sand and Gravel;Sand & Gravel Operations;Koenig Sand & Gravel, Llc.;Michigan;Oakland;428278;-83225;M/P
4962;Sand and Gravel;Milford-New Hudson;Milford Sand & Gravel Co.;Michigan;Oakland;4253088;-8359579;M/P
4963;Sand and Gravel;Oakland County Pits;South Flint Gravel, Inc.;Michigan;Oakland;4285056;-8358076;M/P
4964;Sand and Gravel;Kurtz Pit & Mill;Kurtz Gravel Co.;Michigan;Oakland;4280867;-8355943;M/P
4965;Sand and Gravel;Sand & Gravel Operation;South Flint Gravel, Inc.;Michigan;Oakland;4285163;-8358405;M/P
4966;Sand and Gravel;Ray Road Plant;American Aggregates Of Michigan, Inc.;Michigan;Oakland;4284746;-8327618;M/P
4967;Sand and Gravel;Oxford # 316;American Aggregates Of Michigan, Inc.;Michigan;Oakland;4283913;-8327204;M/P
4968;Sand and Gravel;Pioneer #5;Waterland Trucking;Michigan;Oakland;4258933;-8353082;M/P
4969;Sand and Gravel;Lyon Crushing Plant;Lyon Sand & Gravel, Inc.;Michigan;Oakland;4248817;-8357283;M/P
4970;Sand and Gravel;Pep Screen;Tri-City Aggregates, Inc.;Michigan;Oakland;4277772;-834785;M/P
4971;Sand and Gravel;Highland Plant;American Aggregates Of Michigan, Inc.;Michigan;Oakland;424928;-835589;M/P
4972;Sand and Gravel;Nda Operation;Tri-City Aggregates, Inc.;Michigan;Oakland;428519;-8358193;M/P
4973;Sand and Gravel;Sandman, Inc.;Sandman, Inc.;Michigan;Oakland;4281817;-8329383;M/P
4974;Sand and Gravel;Oxford Sand Pit;Angelo's Crushed Concrete, Inc.;Michigan;Oakland;42829;-83236;M/P
4975;Sand and Gravel;Telsmith #2;Tri-City Aggregates, Inc.;Michigan;Oakland;428228;-835647;M/P
4976;Sand and Gravel;Midway Pit;Midway Sand & Gravel;Michigan;Oakland;4284896;-8356773;M/P
4977;Sand and Gravel;Pioneer Plant 1;Beckman Bros., Inc.;Michigan;Oceana;435903;-862906;M/P
4978;Sand and Gravel;Hewitt Robbins #1;Omans Contracting, Inc.;Michigan;Oceana;4354764;-8610918;M/P
4979;Sand and Gravel;Ewing Pit;Bunting Sand & Gravel Products, Inc.;Michigan;Ogemaw;442485;-842292;M/P
4980;Sand and Gravel;West Branch Pit;R.E. Glancy, Inc.;Michigan;Ogemaw;4432742;-8419614;M/P
4981;Sand and Gravel;Jozwlak Pit;Northern Processing, Llc.;Michigan;Otsego;4512166;-8465286;M/P
4982;Sand and Gravel;De Went Gravel Pit;De Went Gravel Co.;Michigan;Ottawa;428867;-858197;M/P
4983;Sand and Gravel;Rosy Mount Pit;Standard Sand Corp.;Michigan;Ottawa;429303;-858181;M/P
4984;Sand and Gravel;Plant 16;Grand Rapids Gravel Co.;Michigan;Ottawa;4293989;-8582823;M/P
4985;Sand and Gravel;S & M Gravel Pit;S & M Gravel, Inc.;Michigan;Ottawa;4302057;-8603687;M/P
4986;Sand and Gravel;Pit #3;Ottawa Aggregates, Inc.;Michigan;Ottawa;4287811;-858316;M/P
4987;Sand and Gravel;Plant #3 Lippmann;Halliday Sand & Gravel, Inc.;Michigan;Roscommon;4431785;-8479175;M/P
4988;Sand and Gravel;Hewitt-Robins Plant # 1;Halliday Sand & Gravel, Inc.;Michigan;Roscommon;4431733;-847791;M/P
4989;Sand and Gravel;Arthur Pit;Cliff Sand & Gravel, Inc.;Michigan;Roscommon;444097;-8467018;M/P
4990;Sand and Gravel;Plant #4 Lippman;Halliday Sand & Gravel, Inc.;Michigan;Roscommon;4430873;-8478093;M/P
4991;Sand and Gravel;Porath Pit;Porath Contractors, Inc.;Michigan;Roscommon;4434954;-8479556;M/P
4992;Sand and Gravel;Plant #1;Carrick Gravel & Crushing;Michigan;Roscommon;4427725;-8476082;M/P
4993;Sand and Gravel;Plant #2 Lipmann;Halliday Sand & Gravel, Inc.;Michigan;Roscommon;4430725;-8477589;M/P
4994;Sand and Gravel;Extec 5000 Turbo Screening Plant #1;Carrick Trucking, Inc.;Michigan;Roscommon;4428562;-8474058;M/P
4995;Sand and Gravel;#945 Cone Plant;Halliday Sand & Gravel, Inc.;Michigan;Roscommon;4430725;-8477589;M/P
4996;Sand and Gravel;6000 Cone Plant;Halliday Sand & Gravel, Inc.;Michigan;Roscommon;4430565;-8478097;M/P
4997;Sand and Gravel;Holmes Pit;Holmes Enterprises, Inc.;Michigan;Saint Clair;4304526;-8273423;M/P
4998;Sand and Gravel;Raymond Pit;Rge Aggregate, Inc.;Michigan;Saint Clair;4282188;-8270449;M/P
4999;Sand and Gravel;Sturgis Plant;R. Smith & Sons, Inc.;Michigan;Saint Joseph;417996;-85392;M/P
5000;Sand and Gravel;Shipley Pit;Mid Michigan Materials, Inc.;Michigan;Sanilac;431664;-826233;M/P
5001;Sand and Gravel;Cedar Rapid Plant #1;Albrecht Sand & Gravel Co.;Michigan;Sanilac;4341817;-8298195;M/P
5002;Sand and Gravel;Wash Plant;Albrecht Sand & Gravel Co.;Michigan;Sanilac;4341848;-8298338;M/P
5003;Sand and Gravel;Fuoss Pit;Fuoss Gravel Co.;Michigan;Shiawassee;429939;-842747;M/P
5004;Sand and Gravel;Ruess Road Pit;Dale Constine& Sons, Inc.;Michigan;Shiawassee;4307995;-8423982;M/P
5005;Sand and Gravel;Floss Grand River;Fuoss Gravel Co.;Michigan;Shiawassee;4298855;-8427044;M/P
5006;Sand and Gravel;M 52 Pit;Constine, Inc.;Michigan;Shiawassee;4299771;-8421528;M/P
5007;Sand and Gravel;Tuscola Minerals;Tuscola Minerals Co.;Michigan;Tuscola;4336162;-8352946;M/P
5008;Sand and Gravel;Juniata Plant #8;International Materials, Inc.;Michigan;Tuscola;4324768;-8341317;M/P
5009;Sand and Gravel;Sand & Gravel Operation;Washtenaw Sand & Gravel, Inc.;Michigan;Washtenaw;423431;-8367722;M/P
5010;Sand and Gravel;Killins Pit;Liberty Sand Co.;Michigan;Washtenaw;4227222;-8379706;M/P
5011;Sand and Gravel;Pit #9;Pleasant Hills Sand & Gravel;Michigan;Washtenaw;4218722;-8398251;M/P
5012;Sand and Gravel;Pioneer #2;Waterland Trucking;Michigan;Washtenaw;4225153;-8383532;M/P
5013;Sand and Gravel;Farmer Sand & Gravel, Inc.;Farmer Sand & Gravel, Inc.;Michigan;Washtenaw;4222393;-8403487;M/P
5014;Sand and Gravel;Pioneer #8;Waterland Trucking Service;Michigan;Washtenaw;4224955;-8384251;M/P
5015;Sand and Gravel;Manchester Sand & Gravel Pit;Manchester Gravel & Concrete Products, Inc.;Michigan;Washtenaw;4219517;-8398033;M/P
5016;Sand and Gravel;Syvester Material Co., Inc.;Syvester Material Co., Inc.;Michigan;Washtenaw;4207777;-8401528;M/P
5017;Sand and Gravel;Sand & Gravel Operations;Tri-City Aggregates, Inc.;Michigan;Washtenaw;4240417;-8355533;M/P
5018;Sand and Gravel;Niethammer Transport;Niethammer Transport;Michigan;Washtenaw;42149;-8382387;M/P
5019;Sand and Gravel;T. M. Development #85;T. M. Development Co.;Michigan;Wayne;422674;-834565;M/P
5020;Sand and Gravel;Wexford;Wexford Sand Co.;Michigan;Wexford;443308;-8575;M/P
5021;Sand and Gravel;Anderson Pit & Mill;Ernest C. Anderson Gravel & Redi-Mix, Inc.;Minnesota;Becker;4681988;-9588182;M/P
5022;Sand and Gravel;Sand & Gravel Operation;Sibson Gravel Co.;Minnesota;Big Stone;4555814;-9671413;M/P
5023;Sand and Gravel;Guaranteed Gravel & Sand;Southern Minnesota Construction Co., Inc.;Minnesota;Blue Earth;4411391;-9405639;M/P
5024;Sand and Gravel;Guemmer Pit;M. R. Paving & Excavating, Inc.;Minnesota;Brown;4432568;-9446276;M/P
5025;Sand and Gravel;Carlton County Pits;Lundin Construction Co. Of Cromwell;Minnesota;Carlton;4667972;-9287826;M/P
5026;Sand and Gravel;Steens Pit;Dresel Aggregate Division;Minnesota;Carlton;4648165;-9272642;M/P
5027;Sand and Gravel;Mueller Pit;W. M. Mueller & Sons, Inc.;Minnesota;Carver;4475423;-9365308;M/P
5028;Sand and Gravel;Stationary Plant;Hengel Ready Mix & Construction, Inc.;Minnesota;Cass;4633301;-9440091;M/P
5029;Sand and Gravel;North Branch Site;Bauerly Bros., Inc.;Minnesota;Chisago;4556429;-9295017;M/P
5030;Sand and Gravel;St. Croix Plant;Aggregate Industries, Inc.;Minnesota;Chisago;4533264;-9274268;M/P
5031;Sand and Gravel;Felton Pit & Wash Plant;Ames Sand & Gravel, Inc.;Minnesota;Clay;4704239;-9643189;M/P
5032;Sand and Gravel;Benedict Pit;Northern Improvement Co.;Minnesota;Clay;4681184;-9664116;M/P
5033;Sand and Gravel;Pit #103;Aggregate Industries, Inc.;Minnesota;Clay;4716861;-963824;M/P
5034;Sand and Gravel;Fill Pits;Aggregate Industries, Inc.;Minnesota;Clay;468776;-967682;M/P
5035;Sand and Gravel;Rollag Pit #52;Aggregate Industries, Inc.;Minnesota;Clay;467395;-962378;M/P
5036;Sand and Gravel;East Pit;Gesell Concrete Products, Inc.;Minnesota;Clearwater;4755642;-954128;M/P
5037;Sand and Gravel;Rosemount Pit;Bituminous Roadways, Inc.;Minnesota;Dakota;4481829;-9310391;M/P
5038;Sand and Gravel;Pine Bend Pit;Solberg Aggregates Co.;Minnesota;Dakota;4475739;-9303411;M/P
5039;Sand and Gravel;East Lakeville Plant;Aggregate Industries, Inc.;Minnesota;Dakota;446575;-9329983;M/P
5040;Sand and Gravel;Lakeville Pit;Valley Paving, Inc.;Minnesota;Dakota;4462036;-9320165;M/P
5041;Sand and Gravel;Miltona Pit;R & R Ready-Mix, Inc.;Minnesota;Douglas;4607068;-9528086;M/P
5042;Sand and Gravel;Sand & Gravel Operations;Central Specialties, Inc.;Minnesota;Douglas;4583851;-9537774;M/P
5043;Sand and Gravel;Sand & Gravel Operations;Crushing Unlimited, Inc.;Minnesota;Freeborn;4365127;-9337848;M/P
5044;Sand and Gravel;Prairie Island Plant;Aggregate Industries, Inc.;Minnesota;Goodhue;446368;-926636;M/P
5046;Sand and Gravel;Sand & Gravel Operations;C. S. Mccrossan, Inc.;Minnesota;Hennepin;4510315;-9341065;M/P
5047;Sand and Gravel;Sand & Gravel Operation;Hassan Sand & Gravel, Inc.;Minnesota;Hennepin;451705;-936333;M/P
5048;Sand and Gravel;Anderson Pit;Barton Sand & Gravel Co.;Minnesota;Hennepin;4509505;-9342955;M/P
5049;Sand and Gravel;Johnson Pit 724;Barton Sand & Gravel Co.;Minnesota;Hennepin;4511023;-9342802;M/P
5050;Sand and Gravel;Park Rapids Pit;Aggregate Industries, Inc.;Minnesota;Hubbard;4694362;-9494202;M/P
5051;Sand and Gravel;Cumber Pit;M. L. Cumber & Sons Construction;Minnesota;Hubbard;4692224;-950504;M/P
5052;Sand and Gravel;Brink #1;Brink Sand & Gravel, Inc.;Minnesota;Itasca;4726163;-9357365;M/P
5053;Sand and Gravel;Sand & Gravel Operations;Hawkinson Construction Co., Inc.;Minnesota;Itasca;4726187;-9357152;M/P
5054;Sand and Gravel;Roadrunner;B & H Material Co.;Minnesota;Kanabec;4583174;-9340687;M/P
5055;Sand and Gravel;New London Materials;Central-Allied Enterprises, Inc.;Minnesota;Kandiyohi;4533333;-9487581;M/P
5056;Sand and Gravel;Kk010 Crushing Unit;Duininck Bros. Inc.;Minnesota;Kandiyohi;4493411;-9519525;M/P
5057;Sand and Gravel;Prentice Pit;Prentice Trucking & Excavating, Inc.;Minnesota;Kandiyohi;4533279;-9505042;M/P
5058;Sand and Gravel;Loeffler Pit;Loeffler Concrete & Gravel, Inc.;Minnesota;Kittson;486776;-9661107;M/P
5059;Sand and Gravel;Stolpman Pit;Stolpman Sand & Gravel Co.;Minnesota;Lac Qui Parle;4511123;-9632511;M/P
5060;Sand and Gravel;Johnson Aggregates;Wayne Johnson, Inc.;Minnesota;Le Sueur;4441327;-9393322;M/P
5061;Sand and Gravel;Mollenhauer Gravel Pit;Traxler Construction, Inc.;Minnesota;Le Sueur;4438323;-9371993;M/P
5062;Sand and Gravel;Lyon Cty Sand & Gravel Pit;Mclaughlin & Schulz, Inc.;Minnesota;Lyon;4444643;-9576225;M/P
5063;Sand and Gravel;Marshall West;Northern Con-Agg, Inc.;Minnesota;Lyon;4446029;-9605984;M/P
5064;Sand and Gravel;Unit # 245-249;W. Hodgman  & Sons, Inc.;Minnesota;Martin;436717;-9443278;M/P
5065;Sand and Gravel;Unit 239;W. Hodgman  & Sons, Inc.;Minnesota;Martin;4367566;-94433;M/P
5066;Sand and Gravel;Sand & Gravel Operation;Hansen Gravel, Inc.;Minnesota;Mcleod;4497214;-9447033;M/P
5067;Sand and Gravel;Smith Pit;Meeker Washed Sand & Gravel, Inc.;Minnesota;Meeker;4503898;-944794;M/P
5068;Sand and Gravel;Milaca Ready Mix Site;Bauerly Bros., Inc.;Minnesota;Mille Lacs;458187;-936554;M/P
5069;Sand and Gravel;Pierz Concrete Site;Bauerly Bros., Inc.;Minnesota;Morrison;4598348;-9409737;M/P
5070;Sand and Gravel;Little Falls Pit;Granite City Concrete Of Little Falls Co.;Minnesota;Morrison;460272;-9437905;M/P
5071;Sand and Gravel;Rupp-Cp5;Rupp Construction Co., Inc.;Minnesota;Murray;4399716;-9575343;M/P
5072;Sand and Gravel;Sand & Gravel Operation;Builder Sand & Gravel Co.;Minnesota;Olmsted;4399829;-9250623;M/P
5073;Sand and Gravel;Sand & Gravel Operations;Shamrock Enterprises;Minnesota;Olmsted;4411233;-92452;M/P
5074;Sand and Gravel;C R 1;Rydberg & Sons, Inc.;Minnesota;Pine;4582109;-9296978;M/P
5075;Sand and Gravel;Clark Pit;Hopkins Sand & Gravel, Inc.;Minnesota;Pine;4600296;-9245192;M/P
5076;Sand and Gravel;Northern Sand & Gravel;Strata Corp.;Minnesota;Polk;477755;-9575233;M/P
5077;Sand and Gravel;218 Plant;Strata Corp.;Minnesota;Polk;47817;-9661953;M/P
5078;Sand and Gravel;Crookston Sand & Gravel Operation;J & S Gravel, Inc.;Minnesota;Polk;4777797;-9660393;M/P
5079;Sand and Gravel;Glenwood Pit;Hancock Concrete Products Co., Inc.;Minnesota;Pope;4565026;-9535556;M/P
